"Latitude (decimal degrees):	30.061",,,,,,,,
"Longitude (decimal degrees):	76.760",,,,,,,,
"Elevation (m):	256",,,,,,,,
"Radiation database:	PVGIS-ERA5",,,,,,,,
,,,,,,,,
,,,,,,,,
Slope: 29 deg. ,,,,,,,,
Azimuth: 0 deg. ,,,,,,,,
"Nominal power of the PV system (c-Si) (kWp):	5.0",,,,,,,,
"System losses (%):	14.0",,,,,,,,
time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20150404:2030,0,0,0,0,0,16.7,2,0
20150404:2130,0,0,0,0,0,16.19,2,0
20150404:2230,0,0,0,0,0,15.73,1.93,0
20150404:2330,0,0,0,0,0,15.38,1.86,0
20150405:0030,0,0,0,0,-2.57,15.08,1.86,0
20150405:0130,291.05,58.48,47,1.52,10.36,14.86,1.79,0
20150405:0230,1315.7,249.33,88.48,4.21,23.31,16.71,1.45,0
20150405:0330,2322.15,465.9,115.12,6.92,36.04,19.95,1.59,0
20150405:0430,3055.95,647.81,135.89,9.16,48.12,22.06,1.59,0
20150405:0530,3469.05,770,151.7,10.67,58.61,23.65,1.1,0
20150405:0630,3536.85,806.26,162.89,11.18,65.25,24.9,0.41,0
20150405:0730,3498.6,787.91,164.87,11,64.74,25.97,0.76,0
20150405:0830,3170,683.55,159.36,9.79,57.41,26.68,1.24,0
20150405:0930,2760.25,576.22,144.02,8.45,46.63,27.16,1.66,0
20150405:1030,1858.95,344.68,133.25,5.75,34.43,27.28,2.28,0
20150405:1130,933.35,164.71,91.57,3.24,21.66,26.86,2.62,0
20150405:1230,134.95,29.69,32.06,0.92,8.69,25.9,2.07,0
20150405:1330,0,0,0,0,-4.22,24.37,1.93,0
20150405:1430,0,0,0,0,0,22.75,2.07,0
20150405:1530,0,0,0,0,0,21.49,2.14,0
20150405:1630,0,0,0,0,0,20.21,2.28,0
20150405:1730,0,0,0,0,0,19.1,2.28,0
20150405:1830,0,0,0,0,0,18.18,2.21,0
20150405:1930,0,0,0,0,0,17.53,1.72,0
20150405:2030,0,0,0,0,0,16.74,1.66,0
20150405:2130,0,0,0,0,0,16.09,1.66,0
20150405:2230,0,0,0,0,0,15.51,1.59,0
20150405:2330,0,0,0,0,0,15.2,1.59,0
20150406:0030,0,0,0,0,-2.31,15.25,1.45,0
20150406:0130,301.85,58.23,50,1.57,10.61,15.89,1.1,0
20150406:0230,1296.5,236.56,99.47,4.22,23.57,17.21,0.28,0
20150406:0330,2281.7,469.2,116.7,7.02,36.31,21.35,0.21,0
20150406:0430,3012.15,663.11,131.42,9.32,48.42,24.02,0.62,0
20150406:0530,3439.45,743.99,178.62,10.73,58.95,25.6,1.17,0
20150406:0630,3737.85,863.58,149.03,11.71,65.63,26.64,1.59,0
20150406:0730,3698.9,830,163.97,11.51,65.07,27.29,2.07,0
20150406:0830,3427.3,752.83,158.96,10.61,57.65,27.79,2.14,0
20150406:0930,2844.85,587.53,151.05,8.69,46.81,28.05,2.62,0
20150406:1030,1952.15,361.88,135.82,6.01,34.57,27.47,3.79,0
20150406:1130,933.95,150.84,103.9,3.25,21.78,26.65,3.72,0
20150406:1230,153.8,20.6,42.11,0.92,8.81,25.54,2.97,0
20150406:1330,0,0,0,0,-4.09,23.89,2.41,0
20150406:1430,0,0,0,0,0,22.14,2.55,0
20150406:1530,0,0,0,0,0,20.89,2.41,0
20150406:1630,0,0,0,0,0,19.94,2.14,0
20150406:1730,0,0,0,0,0,19.03,1.86,0
20150406:1830,0,0,0,0,0,18.01,1.52,0
20150406:1930,0,0,0,0,0,17.28,1.66,0
20150406:2030,0,0,0,0,0,16.9,1.59,0
20150406:2130,0,0,0,0,0,16.56,1.52,0
20150406:2230,0,0,0,0,0,16.27,1.59,0
20150406:2330,0,0,0,0,0,16,1.38,0
20150407:0030,0,0,0,0,-2.06,15.5,1.79,0
20150407:0130,272.1,44.9,51.11,1.39,10.86,15.2,1.38,0
20150407:0230,1113.25,162.86,125.27,3.66,23.82,17.63,0.69,0
20150407:0330,1924.5,291.9,188.39,5.85,36.58,20.81,2,0
20150407:0430,1999.6,229.12,265.67,6.07,48.72,21.93,3.79,0
20150407:0530,1569.45,100.54,291.53,4.99,59.3,22.22,3.59,0
20150407:0630,2079.85,198.85,322,6.45,66.02,22.05,2.41,0
20150407:0730,2397.7,303.4,314.58,7.49,65.41,21.94,0.34,0
20150407:0830,2403.1,301.67,309.77,7.41,57.89,22.07,1.24,0
20150407:0930,2471.15,425.32,203.11,7.5,46.98,22.92,1.45,0
20150407:1030,1831.25,294.49,170.82,5.68,34.71,22.86,1.24,0
20150407:1130,757.05,117.21,89.68,2.66,21.9,22.59,2.21,0
20150407:1230,159.65,34.31,35.51,1.08,8.93,22.23,2.76,0
20150407:1330,0,0,0,0,-3.96,21.17,2.21,0
20150407:1430,0,0,0,0,0,19.91,2.14,0
20150407:1530,0,0,0,0,0,19.14,2.07,0
20150407:1630,0,0,0,0,0,18.42,2.28,0
20150407:1730,0,0,0,0,0,18.13,2.34,0
20150407:1830,0,0,0,0,0,17.7,1.45,0
20150407:1930,0,0,0,0,0,17.53,0.97,0
20150407:2030,0,0,0,0,0,16.6,1.31,0
20150407:2130,0,0,0,0,0,15.77,1.72,0
20150407:2230,0,0,0,0,0,15.48,1.72,0
20150407:2330,0,0,0,0,0,15.39,1.59,0
20150408:0030,0,0,0,0,-1.8,15.01,1.72,0
20150408:0130,306.6,61.22,48.27,1.63,11.11,14.82,1.93,0
20150408:0230,1244.35,225.63,94.5,4.07,24.07,17.28,1.45,0
20150408:0330,2213.3,431.13,123,6.71,36.84,20.66,1.66,0
20150408:0430,2929.4,617.5,130.29,8.85,49.01,23.46,2.07,0
20150408:0530,3508.2,764.77,157.36,10.79,59.64,25.17,2.14,0
20150408:0630,3737.1,841.77,159.64,11.66,66.4,26.32,2,0
20150408:0730,3656.8,784.54,194.02,11.42,65.74,26.73,2.07,0
20150408:0830,3377.7,739.82,155.2,10.49,58.13,27.29,2.07,0
20150408:0930,2786.75,575.54,147.52,8.58,47.15,27.67,2.34,0
20150408:1030,2089.5,426.5,110.45,6.53,34.85,27.69,2.83,0
20150408:1130,845.8,154.14,80.23,3.03,22.02,27.1,3.24,0
20150408:1230,163.35,29.88,39.84,1.08,9.05,25.96,2.83,0
20150408:1330,0,0,0,0,-3.83,24.25,2.62,0
20150408:1430,0,0,0,0,0,22.48,2.76,0
20150408:1530,0,0,0,0,0,21.3,2.83,0
20150408:1630,0,0,0,0,0,20.35,2.83,0
20150408:1730,0,0,0,0,0,19.52,2.83,0
20150408:1830,0,0,0,0,0,18.83,2.83,0
20150408:1930,0,0,0,0,0,18.86,2.83,0
20150408:2030,0,0,0,0,0,18.36,2.9,0
20150408:2130,0,0,0,0,0,17.87,2.9,0
20150408:2230,0,0,0,0,0,17.4,2.97,0
20150408:2330,0,0,0,0,0,16.98,2.97,0
20150409:0030,0,0,0,0,-1.55,16.61,2.97,0
20150409:0130,323.4,64.57,50.35,1.73,11.35,16.39,2.9,0
20150409:0230,1365.35,259.31,90.27,4.47,24.32,18.17,2.76,0
20150409:0330,2394.7,477.31,115.8,7.2,37.1,20.82,3.24,0
20150409:0430,3172.55,667.1,133.01,9.49,49.3,23.2,3.59,0
20150409:0530,3677.75,803.07,143.67,11.11,59.97,25.1,3.93,0
20150409:0630,3896.4,870.68,148.63,11.9,66.78,26.48,3.86,0
20150409:0730,3836.55,862.32,147.8,11.8,66.07,27.66,3.72,0
20150409:0830,3536.65,783.08,139.6,10.84,58.36,28.33,3.93,0
20150409:0930,2953.15,629.22,129.32,9.03,47.32,28.69,4.21,0
20150409:1030,2131.1,433.1,111.87,6.66,34.98,28.65,4.41,0
20150409:1130,1089.2,215.72,82.75,3.87,22.14,28.23,4.41,0
20150409:1230,176.35,38.25,39.12,1.24,9.17,27.24,3.45,0
20150409:1330,0,0,0,0,-3.7,25.25,3.03,0
20150409:1430,0,0,0,0,0,23.33,3.17,0
20150409:1530,0,0,0,0,0,22.19,3.24,0
20150409:1630,0,0,0,0,0,21.33,3.31,0
20150409:1730,0,0,0,0,0,20.63,3.38,0
20150409:1830,0,0,0,0,0,20.03,3.45,0
20150409:1930,0,0,0,0,0,20.14,3.38,0
20150409:2030,0,0,0,0,0,19.7,3.45,0
20150409:2130,0,0,0,0,0,19.22,3.38,0
20150409:2230,0,0,0,0,0,18.77,3.45,0
20150409:2330,0,0,0,0,0,18.38,3.45,0
20150410:0030,0,0,0,0,-1.3,18.1,3.52,0
20150410:0130,334.15,67.12,51.59,1.8,11.59,18.02,3.52,0
20150410:0230,1383,262.84,92.83,4.58,24.56,19.76,3.24,0
20150410:0330,2409.05,479.48,120.55,7.32,37.36,22.57,3.72,0
20150410:0430,3177.85,664.86,141.47,9.6,49.58,25.01,4,0
20150410:0530,3680.6,805.94,149.31,11.25,60.31,26.94,4.14,0
20150410:0630,3796.75,810.35,190.08,11.74,67.16,28.42,4,0
20150410:0730,3778,814.11,187.94,11.76,66.4,29.69,4,0
20150410:0830,3517.85,766.74,157.76,10.9,58.59,30.31,4.28,0
20150410:0930,2975.2,640.64,130.34,9.21,47.48,30.55,4.41,0
20150410:1030,2107.15,421.71,121.97,6.68,35.11,30.37,4.41,0
20150410:1130,1078.15,212.57,85.61,3.9,22.26,29.79,3.93,0
20150410:1230,178.85,37.48,40.66,1.27,9.29,28.53,2.97,0
20150410:1330,0,0,0,0,-3.57,26.31,2.9,0
20150410:1430,0,0,0,0,0,24.34,3.03,0
20150410:1530,0,0,0,0,0,23.23,2.97,0
20150410:1630,0,0,0,0,0,22.19,3.03,0
20150410:1730,0,0,0,0,0,21.5,3.1,0
20150410:1830,0,0,0,0,0,20.85,3.17,0
20150410:1930,0,0,0,0,0,20.83,3.03,0
20150410:2030,0,0,0,0,0,20.26,2.9,0
20150410:2130,0,0,0,0,0,19.49,2.55,0
20150410:2230,0,0,0,0,0,18.62,2.34,0
20150410:2330,0,0,0,0,0,17.74,2.21,0
20150411:0030,0,0,0,0,-1.05,16.86,2.14,0
20150411:0130,343.7,67.57,52.83,1.84,11.84,16.24,1.86,0
20150411:0230,1387.15,269.21,90.41,4.65,24.81,18.83,0.97,0
20150411:0330,2340.85,488.8,115.64,7.41,37.62,23.24,0.55,0
20150411:0430,3023.4,676.03,134.03,9.68,49.87,26.04,0.48,0
20150411:0530,3472.95,811.45,143.32,11.28,60.64,28.12,0.83,0
20150411:0630,3677.85,877.89,146.21,12.04,67.53,29.59,1.1,0
20150411:0730,3669.45,882.69,137.76,12,66.72,30.71,1.38,0
20150411:0830,3335,766.06,149.55,10.84,58.81,31.33,1.38,0
20150411:0930,2757.35,583.29,155.94,8.88,47.64,31.54,1.52,0
20150411:1030,1963.45,388.7,130.67,6.42,35.25,31.45,1.66,0
20150411:1130,893.25,142.26,108.8,3.3,22.38,31,1.86,0
20150411:1230,143.25,18.09,41.95,0.92,9.41,29.78,1.03,0
20150411:1330,0,0,0,0,-3.44,27.88,1.52,0
20150411:1430,0,0,0,0,0,25.71,2.07,0
20150411:1530,0,0,0,0,0,24.13,2.07,0
20150411:1630,0,0,0,0,0,22.87,2.14,0
20150411:1730,0,0,0,0,0,21.74,2,0
20150411:1830,0,0,0,0,0,20.73,2,0
20150411:1930,0,0,0,0,0,20.52,2.55,0
20150411:2030,0,0,0,0,0,20.19,2.48,0
20150411:2130,0,0,0,0,0,19.66,2.14,0
20150411:2230,0,0,0,0,0,18.97,1.79,0
20150411:2330,0,0,0,0,0,18.38,1.79,0
20150412:0030,0,0,0,0,-0.81,17.91,1.93,0
20150412:0130,323.15,24.8,77.06,1.46,12.07,17.95,2,0
20150412:0230,1049.45,94.56,177.39,3.56,25.05,20.27,1.59,0
20150412:0330,2031.9,300.75,215.82,6.42,37.87,23.26,1.52,0
20150412:0430,2821.35,537.18,201.86,8.9,50.14,25.92,1.24,0
20150412:0530,3318.25,731.85,173.05,10.74,60.96,28.02,0.83,0
20150412:0630,3326.75,675.05,250.28,10.97,67.9,29.48,0.55,0
20150412:0730,3158.05,560.65,310.31,10.4,67.04,28.88,0.48,0
20150412:0830,2242.7,258.15,336,7.35,59.03,29.22,0.9,0
20150412:0930,1151.6,75.21,222.91,3.84,47.8,26.74,2.97,0
20150412:1030,486.15,6.31,130.15,1.82,35.37,25.6,3.52,0
20150412:1130,420.8,1.49,119.03,1.61,22.5,24.88,2.41,0
20150412:1230,161.5,4.09,53.25,0.8,9.53,24.68,0.41,0
20150412:1330,0,0,0,0,-3.31,24.21,0.83,0
20150412:1430,0,0,0,0,0,23.02,0.62,0
20150412:1530,0,0,0,0,0,22.44,0.55,0
20150412:1630,0,0,0,0,0,21.23,0.9,0
20150412:1730,0,0,0,0,0,19.87,1.24,0
20150412:1830,0,0,0,0,0,19.04,1.31,0
20150412:1930,0,0,0,0,0,19.86,0.97,0
20150412:2030,0,0,0,0,0,20.12,0.83,0
20150412:2130,0,0,0,0,0,18.79,1.45,0
20150412:2230,0,0,0,0,0,18.74,2.07,0
20150412:2330,0,0,0,0,0,19.06,2.55,0
20150413:0030,0,0,0,0,-0.56,19.14,2.83,0
20150413:0130,328.35,55.17,58.2,1.73,12.31,19.16,2.48,0
20150413:0230,1305.25,244.39,94.03,4.43,25.28,20.37,2.14,0
20150413:0330,2285.75,456.15,116.83,7.09,38.11,22.72,2.69,0
20150413:0430,2929.9,592.77,149.15,8.95,50.42,24.71,3.38,0
20150413:0530,3415.25,731.87,150.18,10.5,61.29,26.21,3.45,0
20150413:0630,3463.5,710.54,199.54,10.8,68.27,27.39,2.9,0
20150413:0730,3385.35,695.87,200.84,10.65,67.36,28.94,2.76,0
20150413:0830,2798.4,569.71,166.94,8.82,59.25,29.41,1.86,0
20150413:0930,2422.6,466.77,170.38,7.74,47.96,29.43,1.31,0
20150413:1030,1326.05,207.24,140.72,4.39,35.5,29.1,1.24,0
20150413:1130,712.15,102.22,99.26,2.69,22.62,28.57,1.24,0
20150413:1230,148.9,18.74,42.85,0.96,9.65,27.88,1.24,0
20150413:1330,0,0,0,0,-3.18,26.41,1.93,0
20150413:1430,0,0,0,0,0,24.57,2.34,0
20150413:1530,0,0,0,0,0,23.36,2.48,0
20150413:1630,0,0,0,0,0,22.48,2.55,0
20150413:1730,0,0,0,0,0,21.88,2.76,0
20150413:1830,0,0,0,0,0,21.35,2.76,0
20150413:1930,0,0,0,0,0,20.83,2.48,0
20150413:2030,0,0,0,0,0,20.21,2.41,0
20150413:2130,0,0,0,0,0,19.73,2.41,0
20150413:2230,0,0,0,0,0,19.39,2.41,0
20150413:2330,0,0,0,0,0,18.99,2.07,0
20150414:0030,0,0,0,0,-0.32,18.52,1.72,0
20150414:0130,331.35,63.85,52.61,1.82,12.54,18.07,1.45,0
20150414:0230,1301.1,248.83,91.35,4.48,25.52,20.65,0.97,0
20150414:0330,2246.9,454.47,117.02,7.1,38.36,23.29,1.45,0
20150414:0430,2982.8,637.73,134.06,9.33,50.69,25.23,1.93,0
20150414:0530,3461.4,773.58,143.42,10.94,61.6,26.78,2.07,0
20150414:0630,3432.35,774.72,142.35,10.89,68.64,27.9,1.86,0
20150414:0730,3384.95,730.98,173.25,10.76,67.67,28.87,2.14,0
20150414:0830,2984.8,605.93,187.61,9.52,59.47,29.39,1.72,0
20150414:0930,2589.85,525.89,160.13,8.35,48.12,29.64,1.24,0
20150414:1030,1787.65,359.17,113.75,5.93,35.63,29.68,0.55,0
20150414:1130,877.4,157.25,91.11,3.33,22.73,29.63,0.48,0
20150414:1230,152.3,22.04,42.24,1.04,9.77,28.46,1.31,0
20150414:1330,0,0,0,0,-3.05,26.88,0.97,0
20150414:1430,0,0,0,0,0,25.64,0.83,0
20150414:1530,0,0,0,0,0,24.64,0.62,0
20150414:1630,0,0,0,0,0,23.09,1.1,0
20150414:1730,0,0,0,0,0,21.75,1.38,0
20150414:1830,0,0,0,0,0,20.84,1.59,0
20150414:1930,0,0,0,0,0,20.63,1.93,0
20150414:2030,0,0,0,0,0,20.21,1.93,0
20150414:2130,0,0,0,0,0,19.73,1.86,0
20150414:2230,0,0,0,0,0,19.31,1.86,0
20150414:2330,0,0,0,0,0,18.92,1.79,0
20150415:0030,0,0,0,0,-0.09,18.57,1.72,0
20150415:0130,339.85,65.89,53.26,1.88,12.77,18.52,1.52,0
20150415:0230,1299.2,252.06,89.5,4.53,25.74,21.82,0.97,0
20150415:0330,2240.85,462.95,114.33,7.2,38.6,24.97,1.1,0
20150415:0430,2858.2,611.52,139.96,9.12,50.95,27.08,1.31,0
20150415:0530,3296.95,745.47,143.86,10.65,61.92,28.54,1.31,0
20150415:0630,3439.5,774.55,172.48,11.29,69,29.52,1.03,0
20150415:0730,3354.7,732.71,189.87,11.01,67.99,30.51,1.17,0
20150415:0830,3062.6,669.89,162.2,10,59.68,30.97,1.17,0
20150415:0930,2476.15,490.59,165.74,8.02,48.27,31.32,1.59,0
20150415:1030,1661.75,308.38,128.33,5.51,35.75,31.22,2,0
20150415:1130,758.8,126.25,88.97,2.91,22.85,29.67,2.07,0
20150415:1230,137.5,21.06,38.94,0.98,9.88,29.2,1.59,0
20150415:1330,0,0,0,0,-2.92,27.85,1.79,0
20150415:1430,0,0,0,0,0,25.74,2.69,0
20150415:1530,0,0,0,0,0,24.07,2.83,0
20150415:1630,0,0,0,0,0,22.91,2.28,0
20150415:1730,0,0,0,0,0,21.99,2,0
20150415:1830,0,0,0,0,0,21.29,1.72,0
20150415:1930,0,0,0,0,0,22.19,2.21,0
20150415:2030,0,0,0,0,0,21.8,2.14,0
20150415:2130,0,0,0,0,0,21.48,2,0
20150415:2230,0,0,0,0,0,21.07,2.14,0
20150415:2330,0,0,0,0,0,20.82,2.69,0
20150416:0030,7.1,0,9.16,0.13,0.15,20.66,2.62,0
20150416:0130,334.45,47.79,64.91,1.73,13,20.57,1.86,0
20150416:0230,1271.65,234.34,99,4.44,25.97,22.3,1.66,0
20150416:0330,2119.55,402.05,139.11,6.78,38.83,24.82,1.66,0
20150416:0430,2710.4,514.69,191.88,8.63,51.21,26.68,1.52,0
20150416:0530,2858.85,478.69,280.39,9.22,62.23,28.01,1.31,0
20150416:0630,2432.6,311.08,339.67,8.03,69.36,28.85,0.48,0
20150416:0730,2242.8,214.81,363.7,7.26,68.29,26.82,2.21,0
20150416:0830,2978.7,501.68,279.51,9.49,59.89,27.19,2.07,0
20150416:0930,2527.15,448.17,208.12,8.07,48.42,28.01,2.07,0
20150416:1030,1848.75,336.82,140.97,6.05,35.88,28.36,2.48,0
20150416:1130,913.2,139.9,112.58,3.42,22.96,28.39,3.1,0
20150416:1230,158.3,29.21,40.06,1.19,10,27.86,3.66,0
20150416:1330,0,0,0,0,-2.79,26.65,2.62,0
20150416:1430,0,0,0,0,0,25.03,2.62,0
20150416:1530,0,0,0,0,0,23.98,2.9,0
20150416:1630,0,0,0,0,0,23.19,3.03,0
20150416:1730,0,0,0,0,0,22.49,2.97,0
20150416:1830,0,0,0,0,0,21.88,2.9,0
20150416:1930,0,0,0,0,0,21.11,2.76,0
20150416:2030,0,0,0,0,0,20.59,2.62,0
20150416:2130,0,0,0,0,0,20.09,2.69,0
20150416:2230,0,0,0,0,0,19.7,2.9,0
20150416:2330,0,0,0,0,0,19.43,3.03,0
20150417:0030,7.6,0,9.34,0.13,0.38,19.22,3.17,0
20150417:0130,361.6,70.58,55.07,2.02,13.22,19.33,3.17,0
20150417:0230,1372.15,262.29,92.29,4.75,26.19,21.24,3.24,0
20150417:0330,2356.95,473.36,116.88,7.43,39.07,23.74,3.59,0
20150417:0430,3092.3,656.22,133.71,9.65,51.47,26.05,3.59,0
20150417:0530,3452.25,742.77,156.74,10.84,62.53,27.98,3.66,0
20150417:0630,3768.35,848.67,148.59,11.95,69.72,29.51,3.93,0
20150417:0730,3738.35,838.23,147.44,11.82,68.6,30.76,4.76,0
20150417:0830,3440.75,759.82,138.46,10.85,60.09,31.52,5.31,0
20150417:0930,2869.8,615.76,125.17,9.1,48.57,31.89,5.52,0
20150417:1030,2051.1,424.16,105.96,6.74,36,31.92,5.66,0
20150417:1130,1040.3,207.35,83.32,4,23.08,31.52,5.59,0
20150417:1230,172.2,35.3,41.37,1.37,10.12,30.63,4.41,0
20150417:1330,0,0,0,0,-2.66,28.86,4,0
20150417:1430,0,0,0,0,0,27.14,3.93,0
20150417:1530,0,0,0,0,0,25.98,3.79,0
20150417:1630,0,0,0,0,0,24.94,3.59,0
20150417:1730,0,0,0,0,0,24.06,3.52,0
20150417:1830,0,0,0,0,0,23.38,3.52,0
20150417:1930,0,0,0,0,0,23.32,3.59,0
20150417:2030,0,0,0,0,0,22.84,3.59,0
20150417:2130,0,0,0,0,0,22.35,3.45,0
20150417:2230,0,0,0,0,0,21.87,3.38,0
20150417:2330,0,0,0,0,0,21.45,3.38,0
20150418:0030,9,0,9.97,0.14,0.61,21.17,3.45,0
20150418:0130,372.05,75.19,55.09,2.12,13.44,21.24,3.17,0
20150418:0230,1389.05,271.71,91.57,4.89,26.41,23.34,2.69,0
20150418:0330,2353.7,482.08,117.82,7.58,39.29,26.47,3.1,0
20150418:0430,3076.2,670.46,130.65,9.82,51.72,29.15,3.31,0
20150418:0530,3501.35,783.78,150.62,11.29,62.83,31.31,3.38,0
20150418:0630,3695.45,828.28,169.74,11.99,70.07,32.87,3.72,0
20150418:0730,3613.95,793.25,183.77,11.75,68.9,34.25,4.07,0
20150418:0830,3310.65,701.94,186.05,10.77,60.29,34.68,4.14,0
20150418:0930,2839.15,624.15,125.46,9.24,48.71,34.77,4.48,0
20150418:1030,1999.85,414.2,112.44,6.73,36.12,34.57,4.55,0
20150418:1130,984.5,175.46,103.04,3.83,23.19,33.94,4.48,0
20150418:1230,171.3,30.27,44.31,1.31,10.24,32.62,3.66,0
20150418:1330,0,0,0,0,-2.53,30.51,3.45,0
20150418:1430,0,0,0,0,0,28.71,3.24,0
20150418:1530,0,0,0,0,0,27.3,2.9,0
20150418:1630,0,0,0,0,0,25.93,2.9,0
20150418:1730,0,0,0,0,0,24.89,2.97,0
20150418:1830,0,0,0,0,0,24.18,2.97,0
20150418:1930,0,0,0,0,0,23.9,3.1,0
20150418:2030,0,0,0,0,0,23.36,2.97,0
20150418:2130,0,0,0,0,0,22.7,2.69,0
20150418:2230,0,0,0,0,0,21.91,2.55,0
20150418:2330,0,0,0,0,0,21.07,2.41,0
20150419:0030,9.8,0,10.28,0.14,0.84,20.21,2.07,0
20150419:0130,374.25,75.86,54.53,2.14,13.66,19.64,1.45,0
20150419:0230,1369.7,273.05,89.13,4.91,26.63,22.45,0.41,0
20150419:0330,2213.55,441.42,138.66,7.36,39.52,26.47,0.48,0
20150419:0430,2663.7,461.79,250.45,8.8,51.97,29.4,0.97,0
20150419:0530,3114.2,607.64,245.78,10.38,63.13,31.7,1.24,0
20150419:0630,3535.8,849.17,150.42,12.05,70.42,33.62,1.17,0
20150419:0730,3479.2,836.32,147.79,11.87,69.19,35.64,1.52,0
20150419:0830,3246.1,764.62,134.51,10.93,60.49,36.61,2.28,0
20150419:0930,2693.6,606.91,123.85,9.05,48.86,37.08,2.62,0
20150419:1030,1870.4,375.79,129.86,6.49,36.24,37.14,2.48,0
20150419:1130,933.05,180.12,91.53,3.77,23.31,36.76,1.72,0
20150419:1230,171.2,30.84,44.95,1.35,10.36,35.52,0.83,0
20150419:1330,0,0,0,0,-2.39,33,2.62,0
20150419:1430,0,0,0,0,0,29.82,3.24,0
20150419:1530,0,0,0,0,0,28.81,3.17,0
20150419:1630,0,0,0,0,0,27.72,1.72,0
20150419:1730,0,0,0,0,0,26.9,2.9,0
20150419:1830,0,0,0,0,0,26.4,4.55,0
20150419:1930,0,0,0,0,0,27.15,3.86,0
20150419:2030,0,0,0,0,0,26.81,3.86,0
20150419:2130,0,0,0,0,0,26.58,4,0
20150419:2230,0,0,0,0,0,26.17,4.34,0
20150419:2330,0,0,0,0,0,25.98,4.34,0
20150420:0030,6.7,0,9.12,0.13,1.06,25.36,4.21,0
20150420:0130,347.3,49.96,67.71,1.85,13.87,25.05,4.28,0
20150420:0230,1135.45,178.36,122.06,4.06,26.84,26.43,4.34,0
20150420:0330,1831,264.13,201.27,5.95,39.74,28.3,5.24,0
20150420:0430,2405.55,391.68,220.5,7.61,52.21,30.27,6,0
20150420:0530,3028.45,534.01,247.79,9.56,63.42,31.97,6.48,0
20150420:0630,3001.6,549.05,230.3,9.48,70.77,33.79,6.83,0
20150420:0730,2986.05,524.36,256.28,9.52,69.49,34.66,6.62,0
20150420:0830,2710.15,506.57,202.87,8.7,60.69,35.74,6.21,0
20150420:0930,2662.65,548.33,153.12,8.72,49,36.22,5.52,0
20150420:1030,1919.75,397.03,113.66,6.59,36.36,36.59,4.55,0
20150420:1130,801.3,143.6,89.85,3.25,23.42,36.37,3.38,0
20150420:1230,161.85,30.98,41.98,1.33,10.47,34.43,4.28,0
20150420:1330,0,0,0,0,-2.26,32.04,5.17,0
20150420:1430,0,0,0,0,0,30.22,5.1,0
20150420:1530,0,0,0,0,0,28.94,4.48,0
20150420:1630,0,0,0,0,0,28.24,3.93,0
20150420:1730,0,0,0,0,0,27.38,3.52,0
20150420:1830,0,0,0,0,0,26.55,3.24,0
20150420:1930,0,0,0,0,0,25.68,2.21,0
20150420:2030,0,0,0,0,0,24.47,1.79,0
20150420:2130,0,0,0,0,0,23.2,1.52,0
20150420:2230,0,0,0,0,0,23.74,0.83,0
20150420:2330,0,0,0,0,0,23.85,0.21,0
20150421:0030,10.9,0,10.82,0.15,1.28,23.54,0.48,0
20150421:0130,348.15,63.79,57.1,1.98,14.08,21.56,1.31,0
20150421:0230,1337.1,260.75,94.69,4.86,27.05,24.52,0.9,0
20150421:0330,2226.65,468.86,117.12,7.49,39.95,27.97,0.69,0
20150421:0430,2931.4,655.56,131.58,9.75,52.45,30.12,1.24,0
20150421:0530,3316.8,747.63,154.16,11,63.71,31.81,1.93,0
20150421:0630,3635.45,860.07,146.13,12.2,71.12,33.09,2.14,0
20150421:0730,3626.15,854.11,144.34,12.11,69.77,34.46,2.83,0
20150421:0830,3330.65,760.62,139.71,11.02,60.88,35.29,3.66,0
20150421:0930,2761.8,585.97,146.37,9.13,49.14,35.42,4.28,0
20150421:1030,2000.85,408.74,119.55,6.84,36.48,35.18,4.76,0
20150421:1130,1008.1,200.49,86.65,4.05,23.53,34.54,4.76,0
20150421:1230,176.5,36.21,43.16,1.49,10.59,33.26,3.79,0
20150421:1330,0,0,0,0,-2.13,30.92,3.38,0
20150421:1430,0,0,0,0,0,28.69,3.52,0
20150421:1530,0,0,0,0,0,27.39,3.52,0
20150421:1630,0,0,0,0,0,26.35,3.52,0
20150421:1730,0,0,0,0,0,25.37,3.52,0
20150421:1830,0,0,0,0,0,24.58,3.45,0
20150421:1930,0,0,0,0,0,24.39,3.45,0
20150421:2030,0,0,0,0,0,23.75,3.31,0
20150421:2130,0,0,0,0,0,23.07,3.24,0
20150421:2230,0,0,0,0,0,22.49,3.17,0
20150421:2330,0,0,0,0,0,21.99,3.24,0
20150422:0030,15.6,0,12.58,0.18,1.49,21.56,3.17,0
20150422:0130,401.6,81.22,57.52,2.33,14.29,21.5,3.03,0
20150422:0230,1430.7,281.32,92.64,5.15,27.25,23.69,2.83,0
20150422:0330,2399.05,495.15,116.54,7.85,40.16,26.86,3.38,0
20150422:0430,3117.8,678.53,132.93,10.09,52.69,29.76,3.79,0
20150422:0530,3586.75,808.44,142.94,11.64,63.99,32.14,4.48,0
20150422:0630,3815.55,875.06,148.13,12.44,71.46,33.67,4.97,0
20150422:0730,3764.65,863.91,147.13,12.3,70.06,34.61,5.17,0
20150422:0830,3458.35,782.79,140.91,11.34,61.07,35.05,5.03,0
20150422:0930,2809.3,600.04,141.56,9.28,49.28,35.23,4.83,0
